課程名稱,授課教師,學期,A+,A,A以下,A-以上,A-,A-以下,B+以上,B+,B+以下,B以上,B,B以下,B-以上,B-,B-以下,C+以上,C+,C+以下,C以上,C,C以下,C-以上,C-,F
個體經濟學原理與實習,吳聰敏,110-1,21.09,78.91,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,林明仁(02),110-1,12.06,,,,,,,,,,,,,,,,,,,,,,,
個體經濟理論一,吳亨德,110-1,3.08,96.92,,,,,,,,,,,,,,,,,,,,,,
健康體適能,趙曉涵,110-1,88.89,11.11,,,,,,,,,,,,,,,,,,,,,,
健康體適能,趙曉涵(A1),110-1,67.31,32.69,,,,,,,,,,,,,,,,,,,,,,
健康體適能,王翊澤(J1),110-1,94.23,,,,,,,,,,,,,,,,,,,,,,,
全民國防教育軍事訓練課程－全民國防,荊元宙,110-1,97.12,2.88,,,,,,,,,,,,,,,,,,,,,,
全球通識講座-認識全球,徐斯勤,110-1,77.37,,,,,,,,,,,,,,,,,,,,,,,
分析化學一,廖尉斯,110-1,,,,,,,,,,,,,,,,,,,,83.78,,,6.76,9.46
分析化學以上,何佳安,110-1,33.33,25.25,,,41.41,,,,,,,,,,,,,,,,,,,
分析導論一,張志中,110-1,,,,,,,,,,,,,,,,,,,,,,,81.67,18.33
刑事訴訟法,蘇凱平,110-1,2.24,5.22,,,92.54,,,,,,,,,,,,,,,,,,,
刑法分則,謝煜偉,110-1,6.25,,,,,,,,,,,,,,,,,,,,,,,
前瞻資訊科技一,陳縕儂,110-1,58.06,41.94,,,,,,,,,,,,,,,,,,,,,,
動物福利科學,楊瑋誠,110-1,0,80.95,,,19.05,,,,,,,,,,,,,,,,,,,
化學實驗三,徐丞志(04),110-1,12.5,50,,,37.5,,,,,,,,,,,,,,,,,,,
化學數學,許良彥,110-1,31.58,38.6,,,29.82,,,,,,,,,,,,,,,,,,,
十四行詩工作坊,邱錦榮,110-1,23.08,38.46,,,,,,,,,,,,,,,,,,,,,,
原住民族與社會工作,李美儀,110-1,,,,,,,,,,,,,,91.67,,,8.33,,,0,,,,
古代基督教歷史與文化,鄭仰恩 ,110-1,12.22,60,,,,,,,,,,,,,,,,,,,,,,
台灣經濟史,葉淑貞,110-1,92.59,,,,,,,,,,,,,,,,,,,,,,,
史前史,江芝華,110-1,3.51,,,,,,,,,,,,,,,,,,,,,,,
商事法總論及公司法,曾宛如,110-1,23.65,76.35,,,,,,,,,,,,,,,,,,,,,,
國際公法一,蔡季廷,110-1,,30.72,,,13.25,,,56.02,,,,,,,,,,,,,,,,
國際政治理論一,唐欣偉,110-1,,63.25,,,,,,,,,,,,,,,,,,,,,,
國際經濟與貿易議題,蘇翊豪,110-1,,42.31,,,,,,,,,,,,,,,,,,,,,,
國際關係一,郭銘傑,110-1,32.7,28.3,,,38.99,,,,,,,,,,,,,,,,,,,
地球化學分析與實務,朱美妃,110-1,66.67,33.33,,,0,,,,,,,,,,,,,,,,,,,
地球化學原理（含實習）,沈川洲,110-1,19.05,16.67,,,64.29,,,,,,,,,,,,,,,,,,,
地球及行星物理通論,趙丰,110-1,11.76,,,,,,,,,,,,,,,,,,,,,,,
地表作用與地形,徐澔德,110-1,,,,,,,,,,,,,,,,,,,,97.44,,,2.56,0
地質調查三,羅立,110-1,,50,,,16.67,,,33.33,,,,,,,,,,,,,,,,
地質論文寫作,鄧茂華,110-1,11.76,,,,,,,,,,,,,,,,,,,,,,,
大學國文,張宇衛,110-1,,50,,,33.33,,,16.67,,,,,,,,,,,,,,,,
大學國文：文學思想與寫作（一）,羅聖堡(28),110-1,54.29,40,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,陳建男,110-1,76.47,23.53,,,,,,,,,,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（一）,張斯翔,110-1,17.65,,,,,,,,,,,,,,,,,,,,,,,
大學國文：閱讀與寫作（一）,陳建男(11),110-1,90.91,9.09,,,,,,,,,,,,,,,,,,,,,,
大學國文：閱讀與寫作（一）,沈凡玉(15),110-1,,52.38,,,33.33,,,14.29,,,,,,,,,,,,,,,,
大陸岩石圈,曾泰琳,110-1,40,,,,,,,,,,,,,,,,,,,,,,,
太極拳初級,施登堯(F6),110-1,41.3,58.7,,,,,,,,,,,,,,,,,,,,,,
太極拳初級,游添燈,110-1,10.26,53.85,,,35.9,,,,,,,,,,,,,,,,,,,
宋明理學,陳志強,110-1,19.35,25.81,,,54.84,,,,,,,,,,,,,,,,,,,
密碼學,雷欽隆,110-1,32.5,67.5,,,,,,,,,,,,,,,,,,,,,,
專題研究一,張宏浩,110-1,50,50,,,,,,,,,,,,,,,,,,,,,,
專題研究一,許 輔 (05),110-1,,33.33,,,66.67,,,0,,,,,,,,,,,,,,,,
專題討論一,吳思節 (05),110-1,,100,,,,,,,,,,,,,,,,,,,,,,
工程數學-微分方程(一),丁建均,110-1,45.36,54.64,,,,,,,,,,,,,,,,,,,,,,
工程數學-線性代數,蘇柏青,110-1,19.28,16.87,,,63.86,,,,,,,,,,,,,,,,,,,
巴里島甘美朗樂舞文化與實踐(克比亞),王櫻芬,110-1,,54.55,,,27.27,,,18.18,,,,,,,,,,,,,,,,
希伯來經典與世界文明,曾宗盛,110-1,15.62,84.38,,,,,,,,,,,,,,,,,,,,,,
強制執行法,許士宦,110-1,2.5,15,,,82.5,,,,,,,,,,,,,,,,,,,
微積分1,蔡雅如(03),110-1,27.1,20,,,,,,,,,,,,,,,,,,,,,,
微積分1,蔡雅如,110-1,6.19,16.81,,,,,,,,,,,,,,,,,,,,,,
微積分2,蔡雅如(03),110-1,25.32,,,,,,,,,,,,,,,,,,,,,,,
微積分乙,林太家,110-1,10.57,30.89,,,58.54,,,,,,,,,,,,,,,,,,,
心智哲學,陳樂知,110-1,28.57,20,,,51.43,,,,,,,,,,,,,,,,,,,
心理實驗法上,郭柏呈,110-1,,,,,42.72,,,16.5,,,40.78,,,,,,,,,,,,,
性別、歷史與臺灣小說,張俐璇,110-1,23.4,42.55,,,34.04,,,,,,,,,,,,,,,,,,,
愛的哲學思考,鄭義愷,110-1,,17.65,,,29.41,,,52.94,,,,,,,,,,,,,,,,
憲法,葉俊榮,110-1,14.18,,,,,,,,,,,,,,,,,,,,,,,
應用數學一,龔源成 ,110-1,36.36,,,,,,,,,,,,,,,,,,,,,,,
應用貝氏統計分析,蕭朱杏,110-1,,,,,,,,,,,,,,,,,,,,87.5,,,3.12,9.38
應用賽局理論,陳暐,110-1,9,9,,,82,,,,,,,,,,,,,,,,,,,
成本效益分析,吳舜文,110-1,,58.82,,,29.41,,,11.76,,,,,,,,,,,,,,,,
探索臺灣:臺灣電影與臺灣社會,郭任峯,110-1,,9.65,,,81.58,,,8.77,,,,,,,,,,,,,,,,
政治學一,張貴閔,110-1,16.67,25.93,,,57.41,,,,,,,,,,,,,,,,,,,
政治經濟學,童涵浦,110-1,,55.7,,,,,,,,,,,,,,,,,,,,,,
數量方法入門,朱玉琦,110-1,14.29,46.42,,,46.42,,,46.42,,,19.64,,,19.64,,,,,,,,,,
文化人類學,羅素玫,110-1,39.34,22.95,,,,,,,,,,,,,,,,,,,,,,
文字探勘初論,陳建錦,110-1,46.39,,,,,,,,,,,,,,,,,,,,,,,
族群生物學,張智涵,110-1,17.65,82.35,,,,,,,,,,,,,,,,,,,,,,
日文一上,賴建樺,110-1,56.76,43.24,,,,,,,,,,,,,,,,,,,,,,
日文一上,施佩伃,110-1,44.12,,,,,,,,,,,,,,,,,,,,,,,
日文三上,曾寶儀,110-1,52,24,,,24,,,,,,,,,,,,,,,,,,,
日文二上,黃意婷,110-1,,,,,76.92,,,5.13,,,17.95,,,,,,,,,,,,,
日文二上,洪淑娟 (26),110-1,26.32,34.21,,,39.47,,,,,,,,,,,,,,,,,,,
日治臺灣聲音媒體,王櫻芬,110-1,40,20,,,40,,,,,,,,,,,,,,,,,,,
普通化學丙,周必泰,110-1,25.5,74.5,,,,,,,,,,,,,,,,,,,,,,
普通化學丙,陳浩銘,110-1,,,,,,,,13.22,,,,,,,,,,,,,,,,
普通化學實驗,佘瑞琳（吳美伶助教）,110-1,15.38,84.62,,,,,,,,,,,,,,,,,,,,,,
普通化學甲上,蔡蘊明,110-1,2.63,6.14,,,,,,,,,,,,,,,,,,,,,,
普通心理學,陳品豪,110-1,18.4,81.6,,,,,,,,,,,,,,,,,,,,,,
普通心理學,謝伯讓（03）,110-1,81.02,18.98,,,,,,,,,,,,,,,,,,,,,,
普通心理學,趙儀珊,110-1,37.76,,,,,,,,,,,,,,,,,,,,,,,
普通物理學乙,董成淵（01）,110-1,52.48,47.52,,,,,,,,,,,,,,,,,,,,,,
普通物理學實驗,石明豐（林芸伍）（03）,110-1,63.83,36.17,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲上,賀培銘,110-1,,,,,,,,16.39,,,,,,,,,,,,,,,,
會計學甲一上,高偉娟,110-1,,,,,,,,,,,,,,12.7,,,,,,,,,,
會計學甲一上,高偉娟(09),110-1,30.16,12.7,,,,,,,,,,,,,,,,,,,,,,
月經:理論、思潮與行動,黃韻如,110-1,78.32,20.28,,,1.4,,,,,,,,,,,,,,,,,,,
有機化學一,陳平,110-1,,46.27,,,10.45,,,43.28,,,,,,,,,,,,,,,,
期貨與選擇權,洪志清,110-1,,36.36,,,22.73,,,40.91,,,,,,,,,,,,,,,,
桌球初級,林信甫,110-1,,,,,,,,,,,90.48,,,7.14,,,2.38,,,,,,,
歷史研究數位人文資源的介紹與實作,項潔,110-1,2.44,82.93,,,14.63,,,,,,,,,,,,,,,,,,,
毒道之處～看不見的危機!,姜至剛,110-1,31.68,40.99,,,27.33,,,,,,,,,,,,,,,,,,,
比較政府一,李鳳玉,110-1,,,,,,,,50.52,,,11.34,,,38.14,,,,,,,,,,
民法債編總論一,陳自強,110-1,16.22,,,,,,,,,,,,,,,,,,,,,,,
氣候變遷導論,任昊佳,110-1,,,,,80,,,20,,,0,,,,,,,,,,,,,
法文一上,陳素麗,110-1,50,,,,,,,,,,,,,,,,,,,,,,,
法文二上,林湘漪(05),110-1,31.43,68.57,,,,,,,,,,,,,,,,,,,,,,
泰文一上,張君松,110-1,82.35,,,,,,,,,,,,,,,,,,,,,,,
活出快樂:科學實證與演練,戴可馨(03),110-1,82.57,17.43,,,,,,,,,,,,,,,,,,,,,,
演算法設計與分析,陳縕儂,110-1,20.87,79.13,,,,,,,,,,,,,,,,,,,,,,
演算法設計與分析,蕭旭君,110-1,20.37,,,,,,,,,,,,,,,,,,,,,,,
現代生物學之應用,朱家瑩,110-1,,70.93,,,19.19,,,9.88,,,,,,,,,,,,,,,,
現代生物技術與健康,張明富,110-1,17.89,31.65,,,50.46,,,,,,,,,,,,,,,,,,,
瑜珈,蘇玫尹,110-1,68.57,31.43,,,,,,,,,,,,,,,,,,,,,,
環境資源保育經理及實習,周素卿,110-1,7.32,92.68,,,,,,,,,,,,,,,,,,,,,,
生物化學,李明學,110-1,26.97,73.03,,,,,,,,,,,,,,,,,,,,,,
生物化學實驗,李明學,110-1,27.22,47.78,,,25,,,,,,,,,,,,,,,,,,,
生物地球化學導論,王珮玲,110-1,,,,,90,,,10,,,0,,,,,,,,,,,,,
生物環境系統工程,余化龍,110-1,46.81,,,,,,,,,,,,,,,,,,,,,,,
生痕化石,陳文山,110-1,,,,,,,,58.82,,,35.29,,,5.88,,,,,,,,,,
用Python與Excel學習統計模型思維,張佑成,110-1,74.68,25.32,,,,,,,,,,,,,,,,,,,,,,
社會個案工作,林敬軒,110-1,,,,,,,,90.62,,,3.12,,,6.25,,,,,,,,,,
社會工作研究方法上,許正熙,110-1,67.21,21.31,,,11.48,,,,,,,,,,,,,,,,,,,
社會統計,郭乃菱,110-1,9.59,24.66,,,65.75,,,,,,,,,,,,,,,,,,,
程式設計,孔令傑,110-1,74.68,,,,,,,,,,,,,,,,,,,,,,,
程式設計技巧,鄭卜壬,110-1,58.82,41.18,,,,,,,,,,,,,,,,,,,,,,
管理學,吳政衛,110-1,21.67,,,,,,,,,,,,,,,,,,,,,,,
籃球初級,曾郁嫻(68),110-1,20.93,39.53,,,,,,,,,,,,,,,,,,,,,,
系統程式設計,鄭卜壬,110-1,19.68,10.64,,,69.68,,,,,,,,,,,,,,,,,,,
統計史導論,黃旻華,110-1,1.41,27.46,,,71.13,,,,,,,,,,,,,,,,,,,
統計學一上,游孝元,110-1,73.5,,,,,,,,,,,,,,,,,,,,,,,
統計學一上,周建亨,110-1,73.33,,,,,,,,,,,,,,,,,,,,,,,
統計學一上,陳郁蕙,110-1,43.85,,,,,,,,,,,,,,,,,,,,,,,
統計學暨實習,楊睿中,110-1,41.25,58.75,,,,,,,,,,,,,,,,,,,,,,
統計學暨實習,陳旭昇,110-1,,,,,,,,,,,,,,,,,16.22,,,,,,,
經濟學乙一,王宏文,110-1,44.83,55.17,,,,,,,,,,,,,,,,,,,,,,
網路服務程式設計,黃鐘揚,110-1,22.91,77.09,,,,,,,,,,,,,,,,,,,,,,
線性代數,李明穗,110-1,28.37,71.63,,,,,,,,,,,,,,,,,,,,,,
線性代數一,莊武諺,110-1,,,,,,,,,,,,,,,,,,,,83.33,,,10,6.67
總體經濟學上,謝德宗,110-1,,9.43,,,7.55,,,83.02,,,,,,,,,,,,,,,,
總體經濟理論一,王建強,110-1,,21.74,,,21.74,,,56.52,,,,,,,,,,,,,,,,
羽球初級,黃國恩（15）,110-1,25.58,41.86,,,32.56,,,,,,,,,,,,,,,,,,,
考古學概論,陳有貝,110-1,,61.97,,,25.35,,,12.68,,,,,,,,,,,,,,,,
臺灣現代小說選讀,楊雅儒,110-1,72.97,27.03,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時)英聽一,蔡自青(19),110-1,6.9,55.17,,,37.93,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)一,簡瑞碧(25),110-1,24.32,67.57,,,,,,,,,,,,,,,,,,,,,,
英文寫作基礎,陳翊齊,110-1,8.7,91.3,,,,,,,,,,,,,,,,,,,,,,
荷蘭文一上,敖馨郁,110-1,42.86,21.43,,,35.71,,,,,,,,,,,,,,,,,,,
行政學一,吳舜文,110-1,5.15,22.68,,,72.16,,,,,,,,,,,,,,,,,,,
計算機程式設計,劉邦鋒(02),110-1,37.5,62.5,,,,,,,,,,,,,,,,,,,,,,
計算機程式設計,劉邦鋒(01),110-1,30,,,,,,,,,,,,,,,,,,,,,,,
計算機網路,周承復,110-1,49.45,50.55,,,,,,,,,,,,,,,,,,,,,,
計量經濟學,江淳芳,110-1,15.69,27.45,,,56.86,,,,,,,,,,,,,,,,,,,
計量經濟理論一,謝志昇,110-1,13.11,26.23,,,60.66,,,,,,,,,,,,,,,,,,,
認識歐洲與歐洲聯盟,蘇宏達,110-1,,43.04,,,36.71,,,20.25,,,,,,,,,,,,,,,,
談判學,許重博,110-1,11.11,55.56,,,33.33,,,,,,,,,,,,,,,,,,,
讀中生智：英文批判閱讀,張晨,110-1,15.56,84.44,,,,,,,,,,,,,,,,,,,,,,
財務管理,邱顯比,110-1,20.37,,,,,,,,,,,,,,,,,,,,,,,
貨幣銀行學一,李怡庭,110-1,,,,,,,,53.04,,,9.57,,,37.39,,,,,,,,,,
貨幣銀行學一,陳南光,110-1,14.57,18.54,,,17.88,,,11.92,,,16.13,,,16.13,,,16.13,,,5.96,,,15,
貨幣銀行學甲,黃志典,110-1,33.33,,,,,,,,,,,,,,,,,,,,,,,
資料庫管理,孔令傑,110-1,,,,,24.24,,,,,,,,,,,,,,,,,,,
資管新生專題,陳建錦,110-1,77.94,,,,,,,,,,,,,,,,,,,,,,,
資訊管理,魏志平,110-1,8.2,91.8,,,,,,,,,,,,,,,,,,,,,,
賽局論,黃景沂,110-1,23.91,4.35,,,15.22,,,56.52,,,,,,,,,,,,,,,,
身分法實例演習,黃詩淳,110-1,50,50,,,,,,,,,,,,,,,,,,,,,,
農業政策,張郁蕙,110-1,28.57,71.43,,,,,,,,,,,,,,,,,,,,,,
農業經濟問題討論上,雷立芬,110-1,80,20,,,,,,,,,,,,,,,,,,,,,,
醫學與人文,陳彥元,110-1,58.62,41.38,,,,,,,,,,,,,,,,,,,,,,
醫學與生活,楊榮森,110-1,41.77,58.23,,,,,,,,,,,,,,,,,,,,,,
醫療與社會,朱宗信,110-1,42.76,44.67,,,12.67,,,,,,,,,,,,,,,,,,,
量子電腦,劉長遠,110-1,96.43,3.57,,,,,,,,,,,,,,,,,,,,,,
隨機過程,繆維中,110-1,,65.52,,,27.59,,,6.9,,,,,,,,,,,,,,,,
電子學實驗(一),劉宗德,110-1,53.3,38.21,,,8.49,,,,,,,,,,,,,,,,,,,
電子學（一）,吳肇欣,110-1,7.69,92.31,,,,,,,,,,,,,,,,,,,,,,
電磁學一,林怡成,110-1,18.97,81.03,,,,,,,,,,,,,,,,,,,,,,
青少年心理學,雷庚玲,110-1,42.55,57.45,,,,,,,,,,,,,,,,,,,,,,
音樂、演化與大腦,蔡振家,110-1,74.17,25.83,,,,,,,,,,,,,,,,,,,,,,
食品與健康,沈立言,110-1,46.03,53.97,,,,,,,,,,,,,,,,,,,,,,
高等統計推論一,楊鈞浩,110-1,0,41.67,,,58.33,,,,,,,,,,,,,,,,,,,
高級園產品加工學,許 輔 (02),110-1,,100,,,,,,,,,,,,,,,,,,,,,,
黑格爾哲學上,楊植勝,110-1,15.52,22.41,,,62.07,,,,,,,,,,,,,,,,,,,
中國傳統生命禮俗,彭美玲,109-2,17.65,29.41,,,52.94,,,,,,,,,,,,,,,,,,,
中國大陸法律發展,陳顯武,109-2,38.46,61.54,,,,,,,,,,,,,,,,,,,,,,
中華民國憲法及政府二,湯德宗,109-2,1.85,7.41,,,90.94,,,,,,,,,,,,,,,,,,,
人口經濟學,廖珮如,109-2,,21.21,,,21.21,,,57.58,,,,,,,,,,,,,,,,
人類行為與社會環境,許正熙,109-2,70.59,29.41,,,,,,,,,,,,,,,,,,,,,,
個體經濟學下,黃貞穎,109-2,23.66,17.2,,,10.75,,,48.39,,,,,,,,,,,,,,,,
全民國防教育軍事訓練課程－全民國防,荊元宙,109-2,40.25,38.14,,,17.13,,,17.13,,,17.13,,,17.13,,,17.13,,,17.13,,,17.13,4.48
全民國防教育軍事訓練課程－國防政策,余宗基(02),109-2,,,,,,,,,,,,,,87.8,,,4.07,,,8.14,,,,
全民國防教育軍事訓練課程－國防政策,余宗基(01),109-2,,33.8,,,21.13,,,15.03,,,15.03,,,15.96,,,14.08,,,,,,,
全民國防教育軍事訓練課程－國際情勢,劉鐵軍(01),109-2,46.38,31.16,,,16.67,,,5.8,,,,,,,,,,,,,,,,
全民國防教育軍事訓練課程－國際情勢,劉鐵軍(02),109-2,50,25,,,25,,,,,,,,,,,,,,,,,,,
全民國防教育軍事訓練課程－防衛動員,廖天威,109-2,10.33,69.48,,,20.19,,,,,,,,,,,,,,,,,,,
全球通識講座-決策者的危機處理機制,徐斯勤,109-2,69.05,,,,,,,,,,,,,,,,,,,,,,,
凸函數最佳化,蘇柏青,109-2,86.87,,,,,,,,,,,,,,,,,,,,,,,
分子生物學,靳宗洛 ,109-2,,32.14,,,14.29,,,53.57,,,,,,,,,,,,,,,,
分析化學實驗,張煥宗,109-2,,,,,,,,78,,,30,,,2,,,,,,,,,,
劇本導讀,吳政翰,109-2,,,,,,,,73.91,,,10.87,,,15.22,,,,,,,,,,
動物議題討論,陳明汝,109-2,3.33,36.67,,,36.67,,,23.33,,,,,,,,,,,,,,,,
動物資源經營學,蘇忠楨,109-2,61.54,38.46,,,,,,,,,,,,,,,,,,,,,,
化學實驗二,佘瑞琳(02),109-2,14.81,25.93,,,59.26,,,,,,,,,,,,,,,,,,,
區域地理,簡旭伸,109-2,16.39,21.31,,,62.3,,,,,,,,,,,,,,,,,,,
哲學概論,周先捷（02）,109-2,31.33,68.67,,,,,,,,,,,,,,,,,,,,,,
商事法,陳俊元,109-2,36.31,63.69,,,,,,,,,,,,,,,,,,,,,,
商事法總論及公司法,楊岳平,109-2,,,,,72.41,,,14.48,,,13.1,,,,,,,,,,,,,
國語流行歌曲研究:1930-1970,沈冬,109-2,27.27,72.73,,,,,,,,,,,,,,,,,,,,,,
國際企業導論,吳政衛,109-2,14.89,36.17,,,,,,,,,,,,,,,,,,,,,,
國際關係二,廖小娟,109-2,30,30,,,40,,,,,,,,,,,,,,,,,,,
園藝作物育種學,許富鈞,109-2,,,,,,,,,,,90,,,5,,,5,,,,,,,
園藝作物育種學實習,許富鈞,109-2,,,,,88.24,,,5.88,,,5.88,,,,,,,,,,,,,
地球內部物理化學,林佩瑩,109-2,100,,,,,,,,,,,,,,,,,,,,,,,
地球歷史,李紅春,109-2,,,,,,,,,,,,,,,,,,,,90.24,,,9.76,0
地球歷史實習,李紅春,109-2,,,,,,,,,,,,,,,,,,,,95.24,,,2.38,2.38
地球物理原理（含實習）,洪淑蕙,109-2,,,,,,,,,,,,,,,,,82.05,,,5.13,,,12.82,
地理資訊系統與考古學,吳牧錞,109-2,,20,,,53.33,,,26.67,,,,,,,,,,,,,,,,
地質科學導論下,曾泰琳,109-2,,,,,41.86,,,20.93,,,37.21,,,,,,,,,,,,,
地質調查二,徐澔德,109-2,,,,,,,,,,,,,,,,,,,,91.67,,,8.33,0
基因體統計方法導論,劉⼒瑜,109-2,23.53,47.06,,,29.41,,,,,,,,,,,,,,,,,,,
壘球初級,連玉輝,109-2,,22.22,,,66.67,,,11.11,,,,,,,,,,,,,,,,
壘球初級,連玉輝,109-2,,,,,91.67,,,5.56,,,2.78,,,,,,,,,,,,,
大學國文：文學鑑賞與寫作（二）,陳建男,109-2,84.85,,,,,,,,,,,,,,,,,,,,,,,
大學國文：閱讀與寫作（二）,楊芳燕(08),109-2,,66.67,,,27.78,,,5.56,,,,,,,,,,,,,,,,
天氣與氣候,吳明進,109-2,30.88,,,,,,,,,,,,,,,,,,,,,,,
家事事件法,沈冠伶,109-2,21.16,30.29,,,48.56,,,,,,,,,,,,,,,,,,,
密碼學導論,陳君明,109-2,39.02,60.98,,,,,,,,,,,,,,,,,,,,,,
實用英文寫作,熊宜君,109-2,19.15,80.85,,,,,,,,,,,,,,,,,,,,,,
專題討論下,杜宜殷,109-2,0,50,,,33.33,,,16.67,,,,,,,,,,,,,,,,
專題討論下,張孟基,109-2,13.16,23.68,,,63.16,,,,,,,,,,,,,,,,,,,
工程數學,李明穗,109-2,52.17,47.83,,,,,,,,,,,,,,,,,,,,,,
平臺策略,孔令傑,109-2,,,,,,,,16.18,,,,,,,,,,,,,,,,
廣義相對論,陳恒榆,109-2,,,,,23.53,,,5.88,,,70.59,,,,,,,,,,,,,
從高壓物理到地心之旅,謝文斌,109-2,40,,,,,,,,,,,,,,,,,,,,,,,
微積分3,王藹農,109-2,6.21,93.79,,,,,,,,,,,,,,,,,,,,,,
微積分3,楊策仲(07),109-2,,25.41,,,18.03,,,56.56,,,,,,,,,,,,,,,,
微積分3,莊武諺,109-2,25.93,,,,,,,,,,,,,,,,,,,,,,,
微積分4,王藹農,109-2,12.03,87.97,,,,,,,,,,,,,,,,,,,,,,
微積分4,楊策仲(07),109-2,,,,,,,,57.26,,,8.87,,,33.87,,,,,,,,,,
微積分4 ─ 在經濟商管的應用,崔茂培,109-2,23.38,,,,,,,,,,,,,,,,,,,,,,,
德文三下,林倩君 (01),109-2,,,,,,,,71.43,,,19.05,,,9.52,,,,,,,,,,
應用線性代數,邱春火,109-2,34.88,65.12,,,,,,,,,,,,,,,,,,,,,,
戲劇製作一,陳志峰,109-2,,75.68,,,21.62,,,2.7,,,,,,,,,,,,,,,,
投資學,陳其美,109-2,,,,,50,,,10,,,40,,,,,,,,,,,,,
排演一下,姚坤君(01),109-2,,,,,,,,78.95,,,15.79,,,5.26,,,,,,,,,,
政治學二,黃長玲,109-2,,29.03,,,40.86,,,30.11,,,,,,,,,,,,,,,,
數學之美,呂學一,109-2,43.01,,,,,,,,,,,,,,,,,,,,,,,
族群遺傳學,高振宏,109-2,50,50,,,,,,,,,,,,,,,,,,,,,,
日文一下,黃佳鈴,109-2,51.52,15.15,,,33.33,,,,,,,,,,,,,,,,,,,
日文一下,劉伊涵 (40),109-2,45.95,16.22,,,37.84,,,,,,,,,,,,,,,,,,,
日文三下,張鈞竹,109-2,55.17,44.83,,,,,,,,,,,,,,,,,,,,,,
日文二下,施姵伃,109-2,41.38,58.62,,,,,,,,,,,,,,,,,,,,,,
普通化學二,邱靜雯,109-2,,,,,29.51,,,18.03,,,52.46,,,,,,,,,,,,,
普通物理學實驗下,許長仁(03),109-2,18.18,34.55,,,47.27,,,,,,,,,,,,,,,,,,,
普通物理學甲下,呂榮祥,109-2,28.85,71.15,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲下,王名儒(03),109-2,,,,,61.18,,,14.12,,,24.71,,,,,,,,,,,,,
普通物理學甲下,林俊達,109-2,,24.59,,,18.03,,,57.38,,,,,,,,,,,,,,,,
普通生物學乙下,郭典翰（05）,109-2,12.9,87.1,,,,,,,,,,,,,,,,,,,,,,
普通生物學實驗丙,李鳳鳴（06）,109-2,44.74,55.26,,,,,,,,,,,,,,,,,,,,,,
書報討論(二),閔銘源,109-2,18.75,56.25,,,25,,,,,,,,,,,,,,,,,,,
會計學甲一下,黃祥宇,109-2,21.9,,,,,,,,,,,,,,,,,,,,,,,
有機化學,柳玗珍,109-2,,,,,76.47,,,5.88,,,17.65,,,,,,,,,,,,,
有機化學(二),游進陽,109-2,,,,,,,,,,,,,,,,,,,,50,,,50,
有機化學實驗,朱忠瀚（吳美伶）（08）,109-2,15.28,84.72,,,,,,,,,,,,,,,,,,,,,,
柔道初級,黃國恩,109-2,74.42,25.58,,,,,,,,,,,,,,,,,,,,,,
桌球初級,王翊澤,109-2,88.71,11.29,,,,,,,,,,,,,,,,,,,,,,
植物分子生物學,杜宜殷,109-2,26.67,40,,,33.33,,,,,,,,,,,,,,,,,,,
植物演化發育實作,王俊能,109-2,33.33,66.67,,,,,,,,,,,,,,,,,,,,,,
機器學習,李宏毅,109-2,44.3,16.28,,,18.96,,,20.46,,,,,,,,,,,,,,,,
機率,林守德,109-2,,30.77,,,18.46,,,50.77,,,,,,,,,,,,,,,,
民事訴訟法甲下,陳瑋佑,109-2,13.18,86.82,,,,,,,,,,,,,,,,,,,,,,
氣相層析質譜分析方法,周繼中,109-2,27.27,72.73,,,,,,,,,,,,,,,,,,,,,,
法文一下,謝艾米,109-2,39.39,60.61,,,,,,,,,,,,,,,,,,,,,,
法文一下,陳素麗(06),109-2,18.18,39.39,,,42.42,,,,,,,,,,,,,,,,,,,
法理學,顏厥安,109-2,,25.26,,,17.89,,,56.84,,,,,,,,,,,,,,,,
海商法,蔡英欣,109-2,25,40,,,35,,,,,,,,,,,,,,,,,,,
游泳中級,林謙如,109-2,,,,,,,,,,,,,,,,,90.91,,,4.55,,,4.55,
滿文一,莊吉發,109-2,72.22,27.78,,,,,,,,,,,,,,,,,,,,,,
火山災害與觀測,宋聖榮,109-2,,,,,61.54,,,30.77,,,7.69,,,,,,,,,,,,,
無脊椎動物學,郭典翰,109-2,,20,,,6.67,,,73.33,,,,,,,,,,,,,,,,
無脊椎動物學實驗,郭典翰,109-2,13.33,46.67,,,40,,,,,,,,,,,,,,,,,,,
物件導向程式語言,黃乾綱,109-2,15.49,46.48,,,38.03,,,,,,,,,,,,,,,,,,,
現代科技與人類文明,楊申語,109-2,12.7,38.1,,,49.21,,,,,,,,,,,,,,,,,,,
環境經濟學二,宋玉生,109-2,0,60,,,40,,,,,,,,,,,,,,,,,,,
環境與自然資源經濟學,吳珮瑛,109-2,38.64,61.36,,,,,,,,,,,,,,,,,,,,,,
生態學,李培芬,109-2,,29.03,,,23.66,,,47.31,,,,,,,,,,,,,,,,
